high_season,min_diff,period_day,delay_15
0.0,1.0,night,0
0.0,1.0,afternoon,0
0.0,8.0,afternoon,0
0.0,6.0,afternoon,0
0.0,4.0,night,0
0.0,-1.0,morning,0
0.0,2.0,morning,0
0.0,3.0,morning,0
0.0,-1.0,morning,0
0.0,-7.0,morning,0
0.0,-4.0,morning,0
0.0,1.0,morning,0
0.0,-5.0,morning,0
0.0,-4.0,morning,0
0.0,-3.0,morning,0
0.0,-6.0,morning,0
0.0,-9.0,morning,0
0.0,3.0,morning,0
0.0,-1.0,morning,0
0.0,-4.0,morning,0
0.0,-3.0,morning,0
0.0,-4.0,morning,0
0.0,-3.0,morning,0
0.0,-6.0,morning,0
0.0,-7.0,morning,0
0.0,-5.0,morning,0
0.0,-2.0,morning,0
0.0,-1.0,morning,0
0.0,-2.0,morning,0
0.0,-5.0,morning,0
0.0,-8.0,morning,0
0.0,2.0,morning,0
0.0,0.0,night,0
0.0,-3.0,night,0
0.0,0.0,afternoon,0
0.0,27.0,afternoon,1
0.0,-4.0,afternoon,0
0.0,0.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,3.0,afternoon,0
0.0,8.0,afternoon,0
0.0,-5.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,35.0,afternoon,1
0.0,-4.0,afternoon,0
0.0,-3.0,afternoon,0
0.0,6.0,afternoon,0
0.0,-6.0,afternoon,0
0.0,1.0,afternoon,0
0.0,-3.0,afternoon,0
0.0,-4.0,afternoon,0
0.0,0.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,-6.0,afternoon,0
0.0,-4.0,afternoon,0
0.0,14.0,afternoon,0
0.0,11.0,afternoon,0
0.0,10.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,-7.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,-12.0,afternoon,0
0.0,2.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,0.0,afternoon,0
0.0,14.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,0.0,afternoon,0
0.0,1.0,afternoon,0
0.0,0.0,afternoon,0
0.0,5.0,afternoon,0
0.0,-8.0,afternoon,0
0.0,11.0,afternoon,0
0.0,4.0,afternoon,0
0.0,-3.0,afternoon,0
0.0,1.0,afternoon,0
0.0,6.0,afternoon,0
0.0,1.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,1.0,afternoon,0
0.0,10.0,afternoon,0
0.0,-7.0,afternoon,0
0.0,-4.0,afternoon,0
0.0,-4.0,afternoon,0
0.0,-4.0,afternoon,0
0.0,-4.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,17.0,morning,1
0.0,40.0,afternoon,1
0.0,4.0,afternoon,0
0.0,1.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,15.0,afternoon,0
0.0,0.0,afternoon,0
0.0,30.0,afternoon,1
0.0,37.0,afternoon,1
0.0,-1.0,afternoon,0
0.0,2.0,afternoon,0
0.0,-3.0,afternoon,0
0.0,-3.0,afternoon,0
0.0,4.0,afternoon,0
0.0,-5.0,afternoon,0
0.0,6.0,afternoon,0
0.0,16.0,afternoon,1
0.0,19.0,afternoon,1
0.0,30.0,afternoon,1
0.0,23.0,afternoon,1
0.0,17.0,afternoon,1
0.0,12.0,afternoon,0
0.0,5.0,afternoon,0
0.0,3.0,afternoon,0
0.0,-3.0,afternoon,0
0.0,-1.0,morning,0
0.0,7.0,night,0
0.0,12.0,morning,0
0.0,-1.0,morning,0
0.0,-3.0,morning,0
0.0,2.0,morning,0
0.0,-4.0,morning,0
0.0,3.0,night,0
0.0,-2.0,morning,0
0.0,0.0,morning,0
0.0,-2.0,morning,0
0.0,-2.0,morning,0
0.0,3.0,morning,0
0.0,19.0,night,1
0.0,0.0,morning,0
0.0,-1.0,morning,0
0.0,3.0,morning,0
0.0,-5.0,morning,0
0.0,0.0,morning,0
0.0,5.0,night,0
0.0,0.0,morning,0
0.0,-7.0,morning,0
0.0,-2.0,morning,0
0.0,-5.0,morning,0
0.0,8.0,morning,0
0.0,4.0,night,0
0.0,0.0,afternoon,0
0.0,9.0,afternoon,0
0.0,-3.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,0.0,afternoon,0
0.0,-4.0,afternoon,0
0.0,1.0,afternoon,0
0.0,12.0,afternoon,0
0.0,-5.0,afternoon,0
0.0,-3.0,afternoon,0
0.0,19.0,afternoon,1
0.0,6.0,afternoon,0
0.0,14.0,afternoon,0
0.0,4.0,afternoon,0
0.0,-8.0,afternoon,0
0.0,2.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,-3.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,3.0,afternoon,0
0.0,-4.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,3.0,afternoon,0
0.0,2.0,afternoon,0
0.0,-4.0,afternoon,0
0.0,-5.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,20.0,afternoon,1
0.0,-3.0,morning,0
0.0,-6.0,morning,0
0.0,5.0,morning,0
0.0,-7.0,morning,0
0.0,1.0,morning,0
0.0,15.0,morning,0
0.0,7.0,morning,0
0.0,13.0,morning,0
0.0,-4.0,morning,0
0.0,-8.0,morning,0
0.0,4.0,morning,0
0.0,7.0,morning,0
0.0,-1.0,morning,0
0.0,5.0,morning,0
0.0,1.0,morning,0
0.0,2.0,morning,0
0.0,3.0,morning,0
0.0,-5.0,morning,0
0.0,3.0,morning,0
0.0,-8.0,morning,0
0.0,0.0,morning,0
0.0,2.0,morning,0
0.0,7.0,morning,0
0.0,-1.0,morning,0
0.0,-1.0,morning,0
0.0,-1.0,morning,0
0.0,-3.0,morning,0
0.0,7.0,morning,0
0.0,0.0,morning,0
0.0,3.0,morning,0
0.0,29.0,morning,1
0.0,-5.0,morning,0
0.0,3.0,night,0
0.0,28.0,night,1
0.0,0.0,morning,0
0.0,4.0,morning,0
0.0,3.0,morning,0
0.0,2.0,morning,0
0.0,0.0,morning,0
0.0,0.0,morning,0
0.0,0.0,morning,0
0.0,0.0,morning,0
0.0,-2.0,afternoon,0
0.0,4.0,morning,0
0.0,-4.0,afternoon,0
0.0,6.0,afternoon,0
0.0,-1.0,morning,0
0.0,2.0,afternoon,0
0.0,-3.0,afternoon,0
0.0,24.0,afternoon,1
0.0,22.0,night,1
0.0,-3.0,night,0
0.0,-3.0,night,0
0.0,12.0,night,0
0.0,4.0,night,0
0.0,7.0,night,0
0.0,3.0,night,0
0.0,-3.0,night,0
0.0,3.0,night,0
0.0,1.0,afternoon,0
0.0,3.0,night,0
0.0,16.0,morning,1
0.0,109.0,morning,1
0.0,-2.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,-5.0,morning,0
0.0,-5.0,morning,0
0.0,7.0,afternoon,0
0.0,0.0,afternoon,0
0.0,-2.0,morning,0
0.0,1.0,morning,0
0.0,6.0,afternoon,0
0.0,9.0,afternoon,0
0.0,-3.0,morning,0
0.0,-2.0,morning,0
0.0,-2.0,afternoon,0
0.0,46.0,afternoon,1
0.0,-2.0,morning,0
0.0,0.0,morning,0
0.0,-1.0,morning,0
0.0,2.0,night,0
0.0,2.0,night,0
0.0,0.0,night,0
0.0,1.0,night,0
0.0,13.0,night,0
0.0,4.0,afternoon,0
0.0,2.0,night,0
0.0,7.0,night,0
0.0,2.0,night,0
0.0,7.0,night,0
0.0,23.0,night,1
0.0,6.0,night,0
0.0,0.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,5.0,afternoon,0
0.0,1.0,morning,0
0.0,110.0,night,1
0.0,0.0,night,0
0.0,-1.0,night,0
0.0,3.0,night,0
0.0,3.0,night,0
0.0,16.0,night,1
0.0,0.0,night,0
0.0,14.0,night,0
0.0,2.0,night,0
0.0,31.0,night,1
0.0,-3.0,night,0
0.0,1.0,night,0
0.0,-1.0,night,0
0.0,11.0,night,0
0.0,0.0,night,0
0.0,20.0,night,1
0.0,-3.0,night,0
0.0,3.0,night,0
0.0,7.0,morning,0
0.0,-2.0,morning,0
0.0,4.0,morning,0
0.0,8.0,morning,0
0.0,1.0,morning,0
0.0,6.0,morning,0
0.0,1.0,morning,0
0.0,9.0,morning,0
0.0,3.0,morning,0
0.0,16.0,morning,1
0.0,2.0,morning,0
0.0,11.0,morning,0
0.0,0.0,morning,0
0.0,0.0,morning,0
0.0,2.0,morning,0
0.0,0.0,morning,0
0.0,6.0,morning,0
0.0,-2.0,morning,0
0.0,2.0,morning,0
0.0,2.0,morning,0
0.0,7.0,morning,0
0.0,0.0,morning,0
0.0,13.0,morning,0
0.0,7.0,morning,0
0.0,4.0,morning,0
0.0,-1.0,morning,0
0.0,3.0,morning,0
0.0,0.0,morning,0
0.0,106.0,morning,1
0.0,-3.0,morning,0
0.0,8.0,afternoon,0
0.0,1.0,afternoon,0
0.0,2.0,afternoon,0
0.0,0.0,afternoon,0
0.0,1.0,afternoon,0
0.0,3.0,afternoon,0
0.0,0.0,afternoon,0
0.0,2.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,3.0,afternoon,0
0.0,0.0,afternoon,0
0.0,9.0,afternoon,0
0.0,5.0,afternoon,0
0.0,2.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,6.0,afternoon,0
0.0,3.0,afternoon,0
0.0,2.0,afternoon,0
0.0,4.0,afternoon,0
0.0,9.0,afternoon,0
0.0,5.0,night,0
0.0,3.0,morning,0
0.0,4.0,morning,0
0.0,6.0,morning,0
0.0,-2.0,morning,0
0.0,1.0,night,0
0.0,4.0,morning,0
0.0,2.0,morning,0
0.0,-1.0,morning,0
0.0,-5.0,morning,0
0.0,1.0,morning,0
0.0,0.0,morning,0
0.0,1.0,night,0
0.0,1.0,morning,0
0.0,1.0,morning,0
0.0,-4.0,morning,0
0.0,8.0,morning,0
0.0,9.0,morning,0
0.0,3.0,morning,0
0.0,0.0,morning,0
0.0,1.0,morning,0
0.0,7.0,morning,0
0.0,1.0,morning,0
0.0,7.0,morning,0
0.0,-2.0,morning,0
0.0,1.0,afternoon,0
0.0,51.0,afternoon,1
0.0,-2.0,morning,0
0.0,0.0,morning,0
0.0,2.0,morning,0
0.0,3.0,morning,0
0.0,4.0,afternoon,0
0.0,4.0,afternoon,0
0.0,14.0,morning,0
0.0,2.0,morning,0
0.0,1.0,morning,0
0.0,-8.0,afternoon,0
0.0,3.0,afternoon,0
0.0,-1.0,morning,0
0.0,-4.0,morning,0
0.0,2.0,afternoon,0
0.0,6.0,afternoon,0
0.0,3.0,morning,0
0.0,2.0,morning,0
0.0,-1.0,morning,0
0.0,4.0,morning,0
0.0,-4.0,morning,0
0.0,9.0,morning,0
0.0,1.0,morning,0
0.0,-2.0,morning,0
0.0,7.0,morning,0
0.0,-4.0,morning,0
0.0,1.0,morning,0
0.0,2.0,morning,0
0.0,5.0,morning,0
0.0,10.0,morning,0
0.0,-1.0,morning,0
0.0,6.0,morning,0
0.0,24.0,morning,1
0.0,0.0,morning,0
0.0,1.0,morning,0
0.0,3.0,morning,0
0.0,-2.0,morning,0
0.0,0.0,morning,0
0.0,1.0,morning,0
0.0,7.0,morning,0
0.0,18.0,morning,1
0.0,2.0,morning,0
0.0,-1.0,morning,0
0.0,2.0,morning,0
0.0,-1.0,morning,0
0.0,0.0,morning,0
0.0,-2.0,morning,0
0.0,1.0,morning,0
0.0,-3.0,morning,0
0.0,4.0,morning,0
0.0,13.0,morning,0
0.0,3.0,morning,0
0.0,0.0,morning,0
0.0,-4.0,morning,0
0.0,5.0,morning,0
0.0,2.0,morning,0
0.0,24.0,morning,1
0.0,-3.0,morning,0
0.0,24.0,afternoon,1
0.0,-1.0,afternoon,0
0.0,1.0,afternoon,0
0.0,4.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,6.0,afternoon,0
0.0,14.0,afternoon,0
0.0,9.0,afternoon,0
0.0,-3.0,morning,0
0.0,-2.0,afternoon,0
0.0,82.0,morning,1
0.0,5.0,afternoon,0
0.0,-5.0,morning,0
0.0,19.0,afternoon,1
0.0,6.0,afternoon,0
0.0,13.0,morning,0
0.0,-1.0,afternoon,0
0.0,12.0,afternoon,0
0.0,-1.0,morning,0
0.0,-5.0,afternoon,0
0.0,2.0,morning,0
0.0,-2.0,afternoon,0
0.0,5.0,afternoon,0
0.0,5.0,morning,0
0.0,6.0,afternoon,0
0.0,-2.0,morning,0
0.0,4.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,3.0,morning,0
0.0,0.0,afternoon,0
0.0,12.0,morning,0
0.0,-2.0,afternoon,0
0.0,-3.0,afternoon,0
0.0,0.0,morning,0
0.0,-1.0,afternoon,0
0.0,5.0,afternoon,0
0.0,3.0,afternoon,0
0.0,-3.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,0.0,afternoon,0
0.0,0.0,afternoon,0
0.0,12.0,afternoon,0
0.0,1.0,afternoon,0
0.0,1.0,afternoon,0
0.0,0.0,afternoon,0
0.0,1.0,afternoon,0
0.0,2.0,afternoon,0
0.0,-4.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,0.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,0.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,3.0,afternoon,0
0.0,-5.0,afternoon,0
0.0,9.0,afternoon,0
0.0,5.0,afternoon,0
0.0,5.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,0.0,afternoon,0
0.0,-3.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,7.0,afternoon,0
0.0,0.0,afternoon,0
0.0,-5.0,afternoon,0
0.0,2.0,afternoon,0
0.0,4.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,27.0,afternoon,1
0.0,-1.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,-5.0,afternoon,0
0.0,6.0,afternoon,0
0.0,11.0,afternoon,0
0.0,3.0,afternoon,0
0.0,9.0,afternoon,0
0.0,7.0,afternoon,0
0.0,-3.0,afternoon,0
0.0,3.0,night,0
0.0,-1.0,night,0
0.0,-3.0,night,0
0.0,1.0,night,0
0.0,1.0,night,0
0.0,1.0,night,0
0.0,0.0,night,0
0.0,2.0,night,0
0.0,2.0,night,0
0.0,1.0,night,0
0.0,2.0,night,0
0.0,3.0,night,0
0.0,3.0,morning,0
0.0,-2.0,morning,0
0.0,-1.0,morning,0
0.0,7.0,morning,0
0.0,2.0,morning,0
0.0,0.0,morning,0
0.0,-3.0,morning,0
0.0,1.0,morning,0
0.0,-2.0,morning,0
0.0,-1.0,morning,0
0.0,-2.0,morning,0
0.0,-1.0,morning,0
0.0,7.0,morning,0
0.0,2.0,morning,0
0.0,5.0,morning,0
0.0,1.0,morning,0
0.0,-11.0,morning,0
0.0,5.0,morning,0
0.0,0.0,afternoon,0
0.0,0.0,afternoon,0
0.0,-5.0,afternoon,0
0.0,4.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,2.0,afternoon,0
0.0,1.0,afternoon,0
0.0,-3.0,afternoon,0
0.0,0.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,3.0,afternoon,0
0.0,14.0,afternoon,0
0.0,2.0,morning,0
0.0,3.0,morning,0
0.0,17.0,morning,1
0.0,18.0,morning,1
0.0,3.0,morning,0
0.0,2.0,morning,0
0.0,-6.0,morning,0
0.0,-1.0,morning,0
0.0,5.0,morning,0
0.0,0.0,morning,0
0.0,1.0,morning,0
0.0,0.0,morning,0
0.0,-2.0,morning,0
0.0,3.0,morning,0
0.0,0.0,morning,0
0.0,-1.0,morning,0
0.0,-1.0,morning,0
0.0,-1.0,morning,0
0.0,0.0,morning,0
0.0,-1.0,morning,0
0.0,-2.0,morning,0
0.0,-2.0,morning,0
0.0,-1.0,morning,0
0.0,2.0,morning,0
0.0,-4.0,morning,0
0.0,1.0,morning,0
0.0,4.0,morning,0
0.0,8.0,morning,0
0.0,5.0,afternoon,0
0.0,1.0,afternoon,0
0.0,5.0,afternoon,0
0.0,4.0,afternoon,0
0.0,8.0,afternoon,0
0.0,9.0,afternoon,0
0.0,0.0,afternoon,0
0.0,2.0,afternoon,0
0.0,1.0,afternoon,0
0.0,0.0,afternoon,0
0.0,-1.0,morning,0
0.0,0.0,afternoon,0
0.0,7.0,afternoon,0
0.0,4.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,3.0,afternoon,0
0.0,-7.0,afternoon,0
0.0,21.0,afternoon,1
0.0,2.0,afternoon,0
0.0,9.0,afternoon,0
0.0,-5.0,afternoon,0
0.0,2.0,afternoon,0
0.0,6.0,afternoon,0
0.0,-2.0,night,0
0.0,4.0,afternoon,0
0.0,1.0,afternoon,0
0.0,1.0,afternoon,0
0.0,3.0,afternoon,0
0.0,5.0,afternoon,0
0.0,0.0,afternoon,0
0.0,9.0,afternoon,0
0.0,5.0,afternoon,0
0.0,1.0,afternoon,0
0.0,4.0,afternoon,0
0.0,1.0,afternoon,0
0.0,6.0,afternoon,0
0.0,-2.0,night,0
0.0,-3.0,afternoon,0
0.0,-5.0,night,0
0.0,6.0,afternoon,0
0.0,5.0,night,0
0.0,2.0,night,0
0.0,1.0,night,0
0.0,10.0,night,0
0.0,-2.0,afternoon,0
0.0,0.0,night,0
0.0,2.0,afternoon,0
0.0,-2.0,night,0
0.0,11.0,night,0
0.0,1.0,afternoon,0
0.0,-2.0,night,0
0.0,18.0,afternoon,1
0.0,0.0,night,0
0.0,1.0,afternoon,0
0.0,0.0,afternoon,0
0.0,27.0,night,1
0.0,1.0,afternoon,0
0.0,5.0,night,0
0.0,-1.0,afternoon,0
0.0,6.0,night,0
0.0,5.0,morning,0
0.0,2.0,morning,0
0.0,0.0,morning,0
0.0,0.0,morning,0
0.0,14.0,morning,0
0.0,3.0,morning,0
0.0,-4.0,morning,0
0.0,1.0,morning,0
0.0,8.0,morning,0
0.0,2.0,morning,0
0.0,-1.0,morning,0
0.0,1.0,morning,0
0.0,7.0,morning,0
0.0,1.0,morning,0
0.0,3.0,morning,0
0.0,1.0,morning,0
0.0,-3.0,morning,0
0.0,4.0,morning,0
0.0,2.0,morning,0
0.0,9.0,morning,0
0.0,9.0,morning,0
0.0,0.0,morning,0
0.0,0.0,morning,0
0.0,0.0,morning,0
0.0,5.0,morning,0
0.0,10.0,morning,0
0.0,7.0,morning,0
0.0,5.0,morning,0
0.0,1.0,morning,0
0.0,-1.0,morning,0
0.0,9.0,morning,0
0.0,1.0,morning,0
0.0,43.0,morning,1
0.0,5.0,morning,0
0.0,-2.0,morning,0
0.0,-2.0,morning,0
0.0,10.0,morning,0
0.0,6.0,morning,0
0.0,10.0,morning,0
0.0,-1.0,morning,0
0.0,14.0,morning,0
0.0,10.0,morning,0
0.0,2.0,morning,0
0.0,4.0,morning,0
0.0,1.0,morning,0
0.0,9.0,morning,0
0.0,5.0,morning,0
0.0,-4.0,morning,0
0.0,2.0,morning,0
0.0,5.0,morning,0
0.0,2.0,morning,0
0.0,1.0,morning,0
0.0,-4.0,afternoon,0
0.0,1.0,morning,0
0.0,-2.0,morning,0
0.0,-3.0,morning,0
0.0,10.0,morning,0
0.0,5.0,morning,0
0.0,6.0,morning,0
0.0,1.0,morning,0
0.0,3.0,morning,0
0.0,0.0,morning,0
0.0,-2.0,morning,0
0.0,-3.0,morning,0
0.0,1.0,morning,0
0.0,-2.0,morning,0
0.0,3.0,morning,0
0.0,3.0,morning,0
0.0,0.0,morning,0
0.0,10.0,morning,0
0.0,4.0,morning,0
0.0,5.0,morning,0
0.0,-1.0,afternoon,0
0.0,53.0,afternoon,1
0.0,1.0,afternoon,0
0.0,6.0,afternoon,0
0.0,2.0,night,0
0.0,135.0,afternoon,1
0.0,2.0,afternoon,0
0.0,6.0,afternoon,0
0.0,16.0,afternoon,1
0.0,2.0,night,0
0.0,1.0,afternoon,0
0.0,15.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,4.0,afternoon,0
0.0,7.0,night,0
0.0,-2.0,afternoon,0
0.0,0.0,afternoon,0
0.0,2.0,afternoon,0
0.0,1.0,afternoon,0
0.0,3.0,night,0
0.0,-1.0,afternoon,0
0.0,4.0,afternoon,0
0.0,10.0,night,0
0.0,0.0,night,0
0.0,0.0,night,0
0.0,2.0,night,0
0.0,0.0,afternoon,0
0.0,6.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,8.0,afternoon,0
0.0,1.0,afternoon,0
0.0,0.0,afternoon,0
0.0,10.0,afternoon,0
0.0,0.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,20.0,afternoon,1
0.0,3.0,afternoon,0
0.0,14.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,4.0,afternoon,0
0.0,8.0,afternoon,0
0.0,7.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,2.0,afternoon,0
0.0,3.0,afternoon,0
0.0,4.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,8.0,afternoon,0
0.0,24.0,afternoon,1
0.0,8.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,-3.0,afternoon,0
0.0,11.0,night,0
0.0,4.0,night,0
0.0,-1.0,night,0
0.0,16.0,night,1
0.0,10.0,night,0
0.0,0.0,night,0
0.0,62.0,night,1
0.0,8.0,night,0
0.0,1.0,night,0
0.0,2.0,night,0
0.0,-4.0,night,0
0.0,12.0,night,0
0.0,2.0,night,0
0.0,-6.0,night,0
0.0,-3.0,night,0
0.0,7.0,night,0
0.0,17.0,night,1
0.0,-2.0,night,0
0.0,-1.0,night,0
0.0,0.0,night,0
0.0,24.0,night,1
0.0,1.0,morning,0
0.0,-1.0,morning,0
0.0,0.0,morning,0
0.0,-4.0,morning,0
0.0,5.0,morning,0
0.0,0.0,morning,0
0.0,8.0,morning,0
0.0,5.0,morning,0
0.0,-3.0,morning,0
0.0,9.0,afternoon,0
0.0,-5.0,night,0
0.0,7.0,morning,0
0.0,0.0,night,0
0.0,9.0,afternoon,0
0.0,16.0,night,1
0.0,15.0,morning,0
0.0,55.0,morning,1
0.0,-1.0,afternoon,0
0.0,-4.0,night,0
0.0,-1.0,morning,0
0.0,1.0,morning,0
0.0,2.0,afternoon,0
0.0,14.0,night,0
0.0,3.0,morning,0
0.0,11.0,morning,0
0.0,3.0,afternoon,0
0.0,2.0,night,0
0.0,17.0,night,1
0.0,0.0,afternoon,0
0.0,0.0,night,0
0.0,12.0,night,0
0.0,-1.0,night,0
0.0,3.0,night,0
0.0,3.0,night,0
0.0,14.0,night,0
0.0,-5.0,night,0
0.0,2.0,morning,0
0.0,6.0,night,0
0.0,5.0,night,0
0.0,-4.0,night,0
0.0,0.0,morning,0
0.0,2.0,night,0
0.0,2.0,night,0
0.0,35.0,night,1
0.0,6.0,night,0
0.0,0.0,night,0
0.0,-4.0,morning,0
0.0,4.0,morning,0
0.0,-2.0,morning,0
0.0,24.0,morning,1
0.0,-1.0,morning,0
0.0,4.0,morning,0
0.0,-1.0,morning,0
0.0,1.0,morning,0
0.0,0.0,morning,0
0.0,18.0,morning,1
0.0,6.0,morning,0
0.0,-2.0,morning,0
0.0,-5.0,morning,0
0.0,-2.0,morning,0
0.0,0.0,morning,0
0.0,-3.0,morning,0
0.0,2.0,morning,0
0.0,13.0,morning,0
0.0,4.0,morning,0
0.0,-1.0,morning,0
0.0,2.0,morning,0
0.0,-2.0,morning,0
0.0,6.0,morning,0
0.0,1.0,morning,0
0.0,2.0,morning,0
0.0,6.0,morning,0
0.0,0.0,morning,0
0.0,2.0,morning,0
0.0,1.0,morning,0
0.0,21.0,morning,1
0.0,23.0,morning,1
0.0,5.0,morning,0
0.0,-2.0,morning,0
0.0,5.0,morning,0
0.0,8.0,morning,0
0.0,5.0,morning,0
0.0,9.0,morning,0
0.0,5.0,morning,0
0.0,-1.0,morning,0
0.0,-1.0,morning,0
0.0,24.0,morning,1
0.0,1.0,morning,0
0.0,-3.0,morning,0
0.0,-3.0,morning,0
0.0,1.0,morning,0
0.0,16.0,morning,1
0.0,0.0,morning,0
0.0,-4.0,morning,0
0.0,21.0,morning,1
0.0,-1.0,morning,0
0.0,-1.0,morning,0
0.0,-1.0,morning,0
0.0,5.0,morning,0
0.0,8.0,morning,0
0.0,-2.0,morning,0
0.0,1.0,morning,0
0.0,-3.0,morning,0
0.0,6.0,morning,0
0.0,-1.0,afternoon,0
0.0,7.0,afternoon,0
0.0,-7.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,-3.0,afternoon,0
0.0,-4.0,afternoon,0
0.0,14.0,afternoon,0
0.0,45.0,afternoon,1
0.0,2.0,afternoon,0
0.0,5.0,afternoon,0
0.0,17.0,afternoon,1
0.0,-1.0,afternoon,0
0.0,4.0,afternoon,0
0.0,1.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,10.0,afternoon,0
0.0,-6.0,afternoon,0
0.0,3.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,-4.0,afternoon,0
0.0,-3.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,-3.0,afternoon,0
0.0,7.0,afternoon,0
0.0,8.0,afternoon,0
0.0,0.0,afternoon,0
0.0,-4.0,afternoon,0
0.0,0.0,afternoon,0
0.0,3.0,afternoon,0
0.0,5.0,afternoon,0
0.0,8.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,10.0,afternoon,0
0.0,1.0,afternoon,0
0.0,2.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,-3.0,afternoon,0
0.0,5.0,afternoon,0
0.0,7.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,-3.0,afternoon,0
0.0,0.0,afternoon,0
0.0,4.0,afternoon,0
0.0,0.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,-3.0,afternoon,0
0.0,0.0,afternoon,0
0.0,-6.0,afternoon,0
0.0,2.0,afternoon,0
0.0,-7.0,afternoon,0
0.0,2.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,-4.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,-8.0,afternoon,0
0.0,7.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,2.0,afternoon,0
0.0,-3.0,afternoon,0
0.0,-5.0,afternoon,0
0.0,-4.0,afternoon,0
0.0,2.0,afternoon,0
0.0,1.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,-3.0,afternoon,0
0.0,15.0,afternoon,0
0.0,2.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,5.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,0.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,6.0,afternoon,0
0.0,60.0,afternoon,1
0.0,1.0,afternoon,0
0.0,18.0,afternoon,1
0.0,4.0,afternoon,0
0.0,1.0,afternoon,0
0.0,-4.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,-4.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,0.0,afternoon,0
0.0,1.0,afternoon,0
0.0,4.0,afternoon,0
0.0,-3.0,afternoon,0
0.0,-2.0,afternoon,0
0.0,-5.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,3.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,1.0,afternoon,0
0.0,-1.0,afternoon,0
0.0,13.0,afternoon,0
0.0,1.0,afternoon,0
0.0,0.0,afternoon,0
0.0,-3.0,afternoon,0
0.0,1.0,afternoon,0
0.0,10.0,afternoon,0
0.0,0.0,afternoon,0
0.0,20.0,afternoon,1
0.0,-3.0,afternoon,0
0.0,7.0,afternoon,0
0.0,-3.0,afternoon,0
0.0,-4.0,afternoon,0
0.0,3.0,afternoon,0
